;;;;;;;;
;Treno;Annuncio;Lingua;MAS;Stato;Data ora inizio;Data ora fine;Durata
;4109;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 09, di TRENITALIA, delle ore 09.00, per FOSSANO, è in partenza dal binario 1.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 08:55:06.000;2013-07-01 08:55:21.000;00:15
;24849;Annuncio cancellazione treno! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 9, di TRENITALIA, previsto in arrivo da SUSA, alle ore 09.15, oggi non è stato effettuato . . Ci scusiamo per il disagio.;Italiano;A5;A;2013-07-01 08:55:21.000;2013-07-01 08:55:39.000;00:18
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-01 09:00:11.000;2013-07-01 09:00:20.000;00:09
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 09:00:21.000;2013-07-01 09:00:29.000;00:08
;4108;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 08, di TRENITALIA, delle ore 09.00, proveniente da FOSSANO, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:04:04.000;2013-07-01 09:04:20.000;00:16
;24849;Annuncio cancellazione treno! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 9, di TRENITALIA, previsto in arrivo da SUSA, alle ore 09.15, oggi non è stato effettuato . . Ci scusiamo per il disagio.;Italiano;A5;A;2013-07-01 09:05:05.000;2013-07-01 09:05:23.000;00:18
;4108;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 08, di TRENITALIA, delle ore 09.00, proveniente da FOSSANO, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:05:24.000;2013-07-01 09:05:40.000;00:16
;2006;Annuncio ritardo! Il treno REGIONALE VELOCE, 20 06, di TRENITALIA, delle ore 09.10, proveniente da MILANO CENTRALE, arriverà con un ritardo previsto di 10 MINUTI .;Italiano;A3;A;2013-07-01 09:05:54.000;2013-07-01 09:06:07.000;00:13
;10258;Il treno REGIONALE VELOCE, 10 2 5 8, di TRENITALIA, delle ore 09.05, proveniente da CUNEO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:07:41.000;2013-07-01 09:07:56.000;00:15
;10258;Il treno REGIONALE VELOCE, 10 2 5 8, di TRENITALIA, delle ore 09.05, proveniente da CUNEO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:08:45.000;2013-07-01 09:09:00.000;00:15
;4000;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 40 00, di TRENITALIA, delle ore 09.16, per BARDONECCHIA, è in partenza dal binario 15.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-01 09:11:06.000;2013-07-01 09:11:30.000;00:24
;2062;Il treno REGIONALE VELOCE, 20 62, di TRENITALIA, delle ore 09.10, proveniente da BOLOGNA CENTRALE, è in arrivo al binario 9. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:11:30.000;2013-07-01 09:11:45.000;00:15
;2062;Il treno REGIONALE VELOCE, 20 62, di TRENITALIA, delle ore 09.10, proveniente da BOLOGNA CENTRALE, è in arrivo al binario 9. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:12:43.000;2013-07-01 09:12:57.000;00:14
;1912;Il treno INTERCITY NOTTE, 19 12, di TRENITALIA, delle ore 09.20, proveniente da SALERNO, è in arrivo al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:13:08.000;2013-07-01 09:13:22.000;00:14
;1912;Il treno INTERCITY NOTTE, 19 12, di TRENITALIA, delle ore 09.20, proveniente da SALERNO, è in arrivo al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:13:43.000;2013-07-01 09:13:57.000;00:14
;24849;Annuncio cancellazione treno! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 9, di TRENITALIA, previsto in arrivo da SUSA, alle ore 09.15, oggi non è stato effettuato . . Ci scusiamo per il disagio.;Italiano;A5;A;2013-07-01 09:15:07.000;2013-07-01 09:15:25.000;00:18
;10205;Il treno REGIONALE VELOCE, 10 2 0 5, di TRENITALIA, delle ore 09.25, per CUNEO, è in partenza dal binario 5.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, CENTALLO..     .;Italiano;P1;A;2013-07-01 09:20:06.000;2013-07-01 09:20:23.000;00:17
;2006;Il treno REGIONALE VELOCE, 20 06, di TRENITALIA, delle ore 09.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:20:23.000;2013-07-01 09:20:38.000;00:15
;2006;Il treno REGIONALE VELOCE, 20 06, di TRENITALIA, delle ore 09.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:21:04.000;2013-07-01 09:21:19.000;00:15
;24816;Il treno REGIONALE, 24 8 1 6, di TRENITALIA, delle ore 09.32, proveniente da IVREA, è in arrivo al binario 14, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 09:33:26.000;2013-07-01 09:33:43.000;00:17
;24816;Il treno REGIONALE, 24 8 1 6, di TRENITALIA, delle ore 09.32, proveniente da IVREA, è in arrivo al binario 14, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 09:34:42.000;2013-07-01 09:34:59.000;00:17
;9623;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 23, di TRENITALIA, delle ore 09.40, per ROMA TERMINI, è in partenza dal binario 16.  Ferma a TORINO PORTA SUSA, MILANO CENTRALE..     I livelli executive e business sono in coda al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-01 09:35:10.000;2013-07-01 09:35:43.000;00:33
;9623;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 23, to ROMA TERMINI,, with scheduled departure at 09.40, is now departing from platform 16. This train will call at  TORINO PORTA SUSA, MILANO CENTRALE..     Executive and Business class are located at the rear of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-01 09:37:06.000;2013-07-01 09:37:37.000;00:31
;10152;Il treno REGIONALE VELOCE, 10 1 5 2, di TRENITALIA, delle ore 09.35, proveniente da SAVONA, è in arrivo al binario 6. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:38:40.000;2013-07-01 09:38:55.000;00:15
;24850;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 5 0, di TRENITALIA, delle ore 09.45, per SUSA, è in partenza dal binario 19.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 09:40:06.000;2013-07-01 09:40:22.000;00:16
;10152;Il treno REGIONALE VELOCE, 10 1 5 2, di TRENITALIA, delle ore 09.35, proveniente da SAVONA, è in arrivo al binario 6. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:41:26.000;2013-07-01 09:41:41.000;00:15
;10007;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 7, di TRENITALIA, delle ore 09.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:42:24.000;2013-07-01 09:42:42.000;00:18
;10007;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 7, di TRENITALIA, delle ore 09.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:42:53.000;2013-07-01 09:43:10.000;00:17
;10088;Il treno REGIONALE, 10 0 8 8, di TRENITALIA, delle ore 09.45, proveniente da NOVARA, è in arrivo al binario 17, invece che al binario 20. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 09:46:25.000;2013-07-01 09:46:42.000;00:17
;10088;Il treno REGIONALE, 10 0 8 8, di TRENITALIA, delle ore 09.45, proveniente da NOVARA, è in arrivo al binario 17, invece che al binario 20. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 09:47:52.000;2013-07-01 09:48:09.000;00:17
;502;Il treno INTERCITY, 5 0 2, di TRENITALIA, delle ore 09.55, proveniente da GENOVA BRIGNOLE, è in arrivo al binario 1. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:50:08.000;2013-07-01 09:50:23.000;00:15
;502;Il treno INTERCITY, 5 0 2, di TRENITALIA, delle ore 09.55, proveniente da GENOVA BRIGNOLE, è in arrivo al binario 1. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 09:51:17.000;2013-07-01 09:51:31.000;00:14
;4111;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 11, di TRENITALIA, delle ore 10.00, per FOSSANO, è in partenza dal binario 2.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 09:55:06.000;2013-07-01 09:55:20.000;00:14
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-01 09:55:20.000;2013-07-01 09:55:30.000;00:10
;9602;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 02, di TRENITALIA, delle ore 10.05, proveniente da ROMA TERMINI, è in arrivo al binario 16. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:00:38.000;2013-07-01 10:00:54.000;00:16
;4110;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 10, di TRENITALIA, delle ore 10.00, proveniente da FOSSANO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:00:55.000;2013-07-01 10:01:11.000;00:16
;4110;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 10, di TRENITALIA, delle ore 10.00, proveniente da FOSSANO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:01:11.000;2013-07-01 10:01:27.000;00:16
;9602;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 02, from ROMA TERMINI, with scheduled arrival at 10.05, is now arriving at platform 16. Please, stand behind the yellow line!. .;Inglese;A1;A;2013-07-01 10:01:27.000;2013-07-01 10:01:42.000;00:15
;9602;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 02, di TRENITALIA, delle ore 10.05, proveniente da ROMA TERMINI, è in arrivo al binario 16. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:01:43.000;2013-07-01 10:01:59.000;00:16
;9602;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 02, from ROMA TERMINI, with scheduled arrival at 10.05, is now arriving at platform 16. Please, stand behind the yellow line!. .;Inglese;A1;A;2013-07-01 10:02:00.000;2013-07-01 10:02:15.000;00:15
;2008;Il treno REGIONALE VELOCE, 20 08, di TRENITALIA, delle ore 10.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:09:27.000;2013-07-01 10:09:42.000;00:15
;2008;Il treno REGIONALE VELOCE, 20 08, di TRENITALIA, delle ore 10.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:09:42.000;2013-07-01 10:09:57.000;00:15
;4002;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 40 02, di TRENITALIA, delle ore 10.16, per BARDONECCHIA, è in partenza dal binario 15.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-01 10:11:06.000;2013-07-01 10:11:30.000;00:24
;24837;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 3 7, di TRENITALIA, delle ore 10.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:12:28.000;2013-07-01 10:12:45.000;00:17
;24837;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 3 7, di TRENITALIA, delle ore 10.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:14:02.000;2013-07-01 10:14:19.000;00:17
;10155;Il treno REGIONALE VELOCE, 10 1 5 5, di TRENITALIA, delle ore 10.25, per SAVONA, è in partenza dal binario 7.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, MONDOVI`, CEVA, CENGIO, SAN GIUSEPPE DI CAIRO..     .;Italiano;P1;A;2013-07-01 10:20:07.000;2013-07-01 10:20:27.000;00:20
;24818;Il treno REGIONALE, 24 8 1 8, di TRENITALIA, delle ore 10.32, proveniente da IVREA, è in arrivo al binario 14, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 10:31:13.000;2013-07-01 10:31:30.000;00:17
;24818;Il treno REGIONALE, 24 8 1 8, di TRENITALIA, delle ore 10.32, proveniente da IVREA, è in arrivo al binario 14, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 10:32:48.000;2013-07-01 10:33:05.000;00:17
;10204;Il treno REGIONALE VELOCE, 10 2 0 4, di TRENITALIA, delle ore 10.35, proveniente da CUNEO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:36:05.000;2013-07-01 10:36:20.000;00:15
;10204;Il treno REGIONALE VELOCE, 10 2 0 4, di TRENITALIA, delle ore 10.35, proveniente da CUNEO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:36:43.000;2013-07-01 10:36:58.000;00:15
;2044;Il treno REGIONALE, 20 44, di TRENITALIA, delle ore 10.40, proveniente da GENOVA NERVI, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:38:44.000;2013-07-01 10:38:58.000;00:14
;2044;Il treno REGIONALE, 20 44, di TRENITALIA, delle ore 10.40, proveniente da GENOVA NERVI, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:40:15.000;2013-07-01 10:40:30.000;00:15
;4001;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 40 01, di TRENITALIA, delle ore 10.42, proveniente da BARDONECCHIA, è in arrivo al binario 17, invece che al binario 20. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 10:44:49.000;2013-07-01 10:45:08.000;00:19
;4001;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 40 01, di TRENITALIA, delle ore 10.42, proveniente da BARDONECCHIA, è in arrivo al binario 17, invece che al binario 20. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 10:45:25.000;2013-07-01 10:45:44.000;00:19
;2071;Il treno REGIONALE VELOCE, 20 71, di TRENITALIA, delle ore 10.53, per MILANO CENTRALE, è in partenza dal binario 13.  Ferma a TORINO PORTA SUSA, CHIVASSO, santiha`, VERCELLI, NOVARA, MAGENTA..     .;Italiano;P1;A;2013-07-01 10:48:07.000;2013-07-01 10:48:24.000;00:17
;9702;Il treno FRECCIABIANCA, 97 02, di TRENITALIA, delle ore 10.50, proveniente da VENEZIA SANTA LUCIA, è in arrivo al binario 10, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 10:48:54.000;2013-07-01 10:49:12.000;00:18
;9702;The TRENITALIA, FRECCIABIANCA train, 97 02, from VENEZIA SANTA LUCIA, with scheduled arrival at 10.50, is now arriving at platform 10, instead of platform 12. Please stand behind the yellow line!.;Inglese;A2;A;2013-07-01 10:49:12.000;2013-07-01 10:49:28.000;00:16
;9702;Il treno FRECCIABIANCA, 97 02, di TRENITALIA, delle ore 10.50, proveniente da VENEZIA SANTA LUCIA, è in arrivo al binario 10, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-01 10:49:28.000;2013-07-01 10:49:46.000;00:18
;9702;The TRENITALIA, FRECCIABIANCA train, 97 02, from VENEZIA SANTA LUCIA, with scheduled arrival at 10.50, is now arriving at platform 10, instead of platform 12. Please stand behind the yellow line!.;Inglese;A2;A;2013-07-01 10:49:46.000;2013-07-01 10:50:02.000;00:16
;4113;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 13, di TRENITALIA, delle ore 11.00, per FOSSANO, è in partenza dal binario 4.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 10:55:06.000;2013-07-01 10:55:21.000;00:15
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-01 10:55:21.000;2013-07-01 10:55:30.000;00:09
;4112;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 12, di TRENITALIA, delle ore 11.00, proveniente da FOSSANO, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:56:27.000;2013-07-01 10:56:43.000;00:16
;4112;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 12, di TRENITALIA, delle ore 11.00, proveniente da FOSSANO, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 10:57:02.000;2013-07-01 10:57:18.000;00:16
;24838;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 3 8, di TRENITALIA, delle ore 10.45, per SUSA, è in partenza dal binario 17.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-01 10:58:30.000;2013-07-01 10:58:46.000;00:16
;511;Il treno INTERCITY, 5 1 1, di TRENITALIA, delle ore 11.05, per SALERNO, è in partenza dal binario 9.  Ferma a TORINO LINGOTTO, ASTI, ALESSANDRIA, GENOVA PIAZZA PRINCIPE, GENOVA BRIGNOLE, RAPALLO, CHIAVARI, SESTRI LEVANTE, LA SPEZIA CENTRALE, CARRARA AVENZA, MASSA CENTRO, VIAREGGIO, PISA CENTRALE, LIVORNO CENTRALE, CAMPIGLIA MARITTIMA, FOLLONICA, GROSSETO, CIVITAVECCHIA, ROMA OSTIENSE, ROMA TERMINI, LATINA, FORMIA, AVERSA, NAPOLI CENTRALE..     .;Italiano;P1;A;2013-07-01 11:00:06.000;2013-07-01 11:00:42.000;00:36
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-01 11:00:42.000;2013-07-01 11:00:50.000;00:08
;9723;Il treno FRECCIABIANCA, 97 23, di TRENITALIA, delle ore 11.10, per VENEZIA SANTA LUCIA, è in partenza dal binario 11.  Ferma a TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, PESCHIERA DEL GARDA, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE..      .;Italiano;P1;A;2013-07-01 11:05:07.000;2013-07-01 11:05:29.000;00:22
;9723;The TRENITALIA, FRECCIABIANCA train, 97 23, to VENEZIA SANTA LUCIA,, with scheduled departure at 11.10, is now departing from platform 11. This train will call at  TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, PESCHIERA DEL GARDA, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE..     .;Inglese;P1;A;2013-07-01 11:07:08.000;2013-07-01 11:07:31.000;00:23
;504;Il treno INTERCITY, 5 0 4, di TRENITALIA, delle ore 11.10, proveniente da GENOVA PIAZZA PRINCIPE, è in arrivo al binario 2. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 11:07:51.000;2013-07-01 11:08:06.000;00:15
;504;Il treno INTERCITY, 5 0 4, di TRENITALIA, delle ore 11.10, proveniente da GENOVA PIAZZA PRINCIPE, è in arrivo al binario 2. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 11:08:17.000;2013-07-01 11:08:32.000;00:15
;10008;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 8, di TRENITALIA, delle ore 11.16, per BARDONECCHIA, è in partenza dal binario 15.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-01 11:11:07.000;2013-07-01 11:11:30.000;00:23
;2163;Il treno REGIONALE VELOCE, 21 63, di TRENITALIA, delle ore 11.20, per GENOVA BRIGNOLE, è in partenza dal binario 8.  Ferma a TORINO LINGOTTO, TROFARELLO, VILLANOVA, VILLAFRANCA CANTARANA, ASTI, ALESSANDRIA, FRUGAROLO BOSCOMARENGO, NOVI LIGURE, SERRAVALLE SCRIVIA, ARQUATA SCRIVIA, RONCO SCRIVIA, GENOVA PIAZZA PRINCIPE..     .;Italiano;P1;A;2013-07-01 11:15:06.000;2013-07-01 11:15:31.000;00:25
;24853;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 5 3, di TRENITALIA, delle ore 11.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 11:18:12.000;2013-07-01 11:18:29.000;00:17
;24853;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 5 3, di TRENITALIA, delle ore 11.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 11:18:58.000;2013-07-01 11:19:15.000;00:17
;10207;Il treno REGIONALE VELOCE, 10 2 0 7, di TRENITALIA, delle ore 11.25, per CUNEO, è in partenza dal binario 5.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, CENTALLO..     .;Italiano;P1;A;2013-07-01 11:20:05.000;2013-07-01 11:20:23.000;00:18
;2070;Annuncio ritardo! Il treno REGIONALE VELOCE, 20 70, di TRENITALIA, delle ore 11.10, proveniente da MILANO CENTRALE, arriverà con un ritardo previsto di 25 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-01 11:20:54.000;2013-07-01 11:21:09.000;00:15
;24817;Il treno REGIONALE, 24 8 1 7, di TRENITALIA, delle ore 11.28, per IVREA, è in partenza dal binario 18.  Ferma a TORINO PORTA SUSA, CHIVASSO..     .;Italiano;P1;A;2013-07-01 11:23:05.000;2013-07-01 11:23:19.000;00:14
;0;ATTENZIONE    AVVISIAMO CHE LE VETTURE IN TESTA AL TRENO  REGIONALE VELOCE  2011 PER MILANO CENTRALE  DELLE ORE  11,53,  SONO  FUORI SERVIZIO.  SI INVITANO I VIAGGIATORI A PORTARSI VERSO LE  VETTURE  DI CENTRO  E  CODA TRENO.  OGGI  IL  TRENO  VIAGGIA  CON  VETTURE  DI  SOLA  SECONDA CLASSE.  CI SCUSIAMO PER IL DISAGIO;Italiano;-;A;2013-07-01 11:25:10.000;2013-07-01 11:25:32.000;00:22
;9566;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 66, di TRENITALIA, delle ore 11.35, proveniente da ROMA TERMINI, è in arrivo al binario 17. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 11:34:36.000;2013-07-01 11:34:52.000;00:16
;9566;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 66, from ROMA TERMINI, with scheduled arrival at 11.35, is now arriving at platform 17. Please, stand behind the yellow line!. .;Inglese;A1;A;2013-07-01 11:34:53.000;2013-07-01 11:35:08.000;00:15
;9631;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 31, di TRENITALIA, delle ore 11.40, per ROMA TERMINI, è in partenza dal binario 16.  Ferma a TORINO PORTA SUSA, MILANO CENTRALE..     I livelli executive e business sono in testa al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-01 11:35:09.000;2013-07-01 11:35:41.000;00:32
;9566;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 66, di TRENITALIA, delle ore 11.35, proveniente da ROMA TERMINI, è in arrivo al binario 17. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-01 11:35:41.000;2013-07-01 11:35:58.000;00:17
;9566;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 66, from ROMA TERMINI, with scheduled arrival at 11.35, is now arriving at platform 17. Please, stand behind the yellow line!. .;Inglese;A1;A;2013-07-01 11:35:58.000;2013-07-01 11:36:14.000;00:16
;0;ATTENZIONE    AVVISIAMO CHE LE VETTURE IN TESTA AL TRENO  REGIONALE VELOCE  2011 PER MILANO CENTRALE  DELLE ORE  11,53,  SONO  FUORI SERVIZIO.  SI INVITANO I VIAGGIATORI A PORTARSI VERSO LE  VETTURE  DI CENTRO  E  CODA TRENO.  OGGI  IL  TRENO  VIAGGIA  CON  VETTURE  DI  SOLA  SECONDA CLASSE.  CI SCUSIAMO PER IL DISAGIO;Italiano;-;A;2013-07-01 11:36:15.000;2013-07-01 11:36:36.000;00:21
