;;;;;;;;
;Treno;Annuncio;Lingua;MAS;Stato;Data ora inizio;Data ora fine;Durata
;10025;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, arriverà con un ritardo previsto di 15 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 20:27:06.000;2013-07-02 20:27:24.000;00:18
;24834;Il treno REGIONALE, 24 8 3 4, di TRENITALIA, delle ore 20.30, proveniente da IVREA, è in arrivo al binario 14. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 20:29:23.000;2013-07-02 20:29:38.000;00:15
;23623;Il treno REGIONALE, 23 6 2 3, di TRENITALIA, delle ore 20.35, per ASTI, è in partenza dal binario 4.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-02 20:30:05.000;2013-07-02 20:30:18.000;00:13
;9574;Annuncio ritardo! Il treno ALTA VELOCITA` FRECCIAROSSA, 95 74, di TRENITALIA, delle ore 20.35, proveniente da ROMA TERMINI, arriverà con un ritardo previsto di 15 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 20:30:18.000;2013-07-02 20:30:35.000;00:17
;10214;Il treno REGIONALE VELOCE, 10 2 1 4, di TRENITALIA, delle ore 20.35, proveniente da CUNEO, è in arrivo al binario 11, invece che al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 20:30:35.000;2013-07-02 20:30:52.000;00:17
;9574;Your attention please! The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 74, from ROMA TERMINI, with scheduled arrival at 20.35, is expected to arrive 15 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 20:30:52.000;2013-07-02 20:31:09.000;00:17
;24834;Il treno REGIONALE, 24 8 3 4, di TRENITALIA, delle ore 20.30, proveniente da IVREA, è in arrivo al binario 14. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 20:31:10.000;2013-07-02 20:31:25.000;00:15
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-02 20:31:25.000;2013-07-02 20:31:35.000;00:10
;10214;Il treno REGIONALE VELOCE, 10 2 1 4, di TRENITALIA, delle ore 20.35, proveniente da CUNEO, è in arrivo al binario 11, invece che al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 20:32:59.000;2013-07-02 20:33:16.000;00:17
;2052;Il treno REGIONALE, 20 52, di TRENITALIA, delle ore 20.40, proveniente da LA SPEZIA CENTRALE, è in arrivo al binario 10. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 20:36:35.000;2013-07-02 20:36:50.000;00:15
;10025;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, arriverà con un ritardo previsto di 25 MINUTI diversamente da quanto già annunciato. Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 20:37:06.000;2013-07-02 20:37:26.000;00:20
;2052;Il treno REGIONALE, 20 52, di TRENITALIA, delle ore 20.40, proveniente da LA SPEZIA CENTRALE, è in arrivo al binario 10. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 20:38:38.000;2013-07-02 20:38:53.000;00:15
;24872;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 7 2, di TRENITALIA, delle ore 20.45, per SUSA, è in partenza dal binario 19.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-02 20:40:06.000;2013-07-02 20:40:22.000;00:16
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-02 20:40:22.000;2013-07-02 20:40:31.000;00:09
;9574;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 74, di TRENITALIA, delle ore 20.35, proveniente da ROMA TERMINI, è in arrivo al binario 17. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 20:49:41.000;2013-07-02 20:49:57.000;00:16
;9574;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 74, from ROMA TERMINI, with scheduled arrival at 20.35, is now arriving at platform 17. Please, stand behind the yellow line!. .;Inglese;A1;A;2013-07-02 20:49:58.000;2013-07-02 20:50:13.000;00:15
;9574;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 74, di TRENITALIA, delle ore 20.35, proveniente da ROMA TERMINI, è in arrivo al binario 17. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 20:50:43.000;2013-07-02 20:51:00.000;00:17
;9574;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 74, from ROMA TERMINI, with scheduled arrival at 20.35, is now arriving at platform 17. Please, stand behind the yellow line!. .;Inglese;A1;A;2013-07-02 20:51:00.000;2013-07-02 20:51:16.000;00:16
;10025;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, arriverà con un ritardo previsto di 30 MINUTI diversamente da quanto già annunciato. Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 20:52:06.000;2013-07-02 20:52:26.000;00:20
;4155;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 55, di TRENITALIA, delle ore 21.00, per FOSSANO, è in partenza dal binario 1.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-02 20:55:06.000;2013-07-02 20:55:20.000;00:14
;4150;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 50, di TRENITALIA, delle ore 21.00, proveniente da FOSSANO, è in arrivo al binario 12, invece che al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 20:58:07.000;2013-07-02 20:58:25.000;00:18
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-02 21:00:07.000;2013-07-02 21:00:15.000;00:08
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-02 21:00:15.000;2013-07-02 21:00:24.000;00:09
;10025;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, arriverà con un ritardo previsto di 40 MINUTI diversamente da quanto già annunciato. Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 21:02:05.000;2013-07-02 21:02:25.000;00:20
;2026;Il treno REGIONALE VELOCE, 20 26, di TRENITALIA, delle ore 21.05, proveniente da MILANO CENTRALE, è in arrivo al binario 14, invece che al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:02:25.000;2013-07-02 21:02:42.000;00:17
;9646;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 46, di TRENITALIA, delle ore 21.10, proveniente da ROMA TERMINI, è in arrivo al binario 20, invece che al binario 17. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:11:05.000;2013-07-02 21:11:23.000;00:18
;9646;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 46, from ROMA TERMINI, with scheduled arrival at 21.10, is now arriving at platform 20, instead of platform 17. Please stand behind the yellow line!.;Inglese;A2;A;2013-07-02 21:11:23.000;2013-07-02 21:11:39.000;00:16
;10025;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, arriverà con un ritardo previsto di 40 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 21:12:06.000;2013-07-02 21:12:24.000;00:18
;24873;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 7 3, di TRENITALIA, delle ore 21.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:13:47.000;2013-07-02 21:14:04.000;00:17
;24873;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 7 3, di TRENITALIA, delle ore 21.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:14:59.000;2013-07-02 21:15:17.000;00:18
;2173;Il treno REGIONALE VELOCE, 21 73, di TRENITALIA, delle ore 21.20, per GENOVA BRIGNOLE, è in partenza dal binario 10.  Ferma a TORINO LINGOTTO, TROFARELLO, VILLANOVA, VILLAFRANCA CANTARANA, ASTI, ALESSANDRIA, FRUGAROLO BOSCOMARENGO, NOVI LIGURE, SERRAVALLE SCRIVIA, ARQUATA SCRIVIA, RONCO SCRIVIA, GENOVA PIAZZA PRINCIPE..     .;Italiano;P1;A;2013-07-02 21:15:17.000;2013-07-02 21:15:43.000;00:26
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-02 21:15:43.000;2013-07-02 21:15:52.000;00:09
;24830;Annuncio ritardo! Il treno REGIONALE, 24 8 3 0, di TRENITALIA, delle ore 21.32, proveniente da IVREA, arriverà con un ritardo previsto di 10 MINUTI .;Italiano;A3;A;2013-07-02 21:17:06.000;2013-07-02 21:17:19.000;00:13
;1913;Il treno INTERCITY NOTTE, 19 13, di TRENITALIA, delle ore 21.25, per SALERNO, è in partenza dal binario 13.  Ferma a TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO PORTA GARIBALDI, PIACENZA, PARMA, ORTE, ROMA TIBURTINA, NAPOLI CENTRALE..     .;Italiano;P1;A;2013-07-02 21:20:06.000;2013-07-02 21:20:26.000;00:20
;10217;Il treno REGIONALE VELOCE, 10 2 1 7, di TRENITALIA, delle ore 21.25, per CUNEO, è in partenza dal binario 8.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, CENTALLO..     .;Italiano;P1;A;2013-07-02 21:20:27.000;2013-07-02 21:20:44.000;00:17
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-02 21:20:44.000;2013-07-02 21:20:52.000;00:08
;10025;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, arriverà con un ritardo previsto di 50 MINUTI diversamente da quanto già annunciato. Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 21:22:07.000;2013-07-02 21:22:27.000;00:20
;23622;Il treno REGIONALE, 23 6 2 2, di TRENITALIA, delle ore 21.30, proveniente da ASTI, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:28:26.000;2013-07-02 21:28:40.000;00:14
;23622;Il treno REGIONALE, 23 6 2 2, di TRENITALIA, delle ore 21.30, proveniente da ASTI, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:28:40.000;2013-07-02 21:28:55.000;00:15
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 70 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 21:35:06.000;2013-07-02 21:35:22.000;00:16
;9740;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 40, from VENEZIA SANTA LUCIA, with scheduled arrival at 21.50, is expected to arrive 70 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 21:35:23.000;2013-07-02 21:35:39.000;00:16
;10174;Il treno REGIONALE VELOCE, 10 1 7 4, di TRENITALIA, delle ore 21.35, proveniente da VENTIMIGLIA, è in arrivo al binario 6. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:35:40.000;2013-07-02 21:35:55.000;00:15
;10025;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:35:55.000;2013-07-02 21:36:12.000;00:17
;10025;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 5, di TRENITALIA, delle ore 20.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:36:43.000;2013-07-02 21:37:00.000;00:17
;10174;Il treno REGIONALE VELOCE, 10 1 7 4, di TRENITALIA, delle ore 21.35, proveniente da VENTIMIGLIA, è in arrivo al binario 6. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:38:19.000;2013-07-02 21:38:34.000;00:15
;24874;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 7 4, di TRENITALIA, delle ore 21.45, per SUSA, è in partenza dal binario 19.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-02 21:40:06.000;2013-07-02 21:40:22.000;00:16
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-02 21:40:22.000;2013-07-02 21:40:31.000;00:09
;10027;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 7, di TRENITALIA, delle ore 21.42, proveniente da BARDONECCHIA, è in arrivo al binario 18, invece che al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:40:45.000;2013-07-02 21:41:05.000;00:20
;10027;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 7, di TRENITALIA, delle ore 21.42, proveniente da BARDONECCHIA, è in arrivo al binario 18, invece che al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:41:05.000;2013-07-02 21:41:24.000;00:19
;2078;Il treno REGIONALE VELOCE, 20 78, di TRENITALIA, delle ore 21.40, proveniente da PIACENZA, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:41:24.000;2013-07-02 21:41:39.000;00:15
;2078;Il treno REGIONALE VELOCE, 20 78, di TRENITALIA, delle ore 21.40, proveniente da PIACENZA, è in arrivo al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 21:42:00.000;2013-07-02 21:42:15.000;00:15
;24830;Il treno REGIONALE, 24 8 3 0, di TRENITALIA, delle ore 21.32, proveniente da IVREA, è in arrivo al binario 11, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:44:28.000;2013-07-02 21:44:44.000;00:16
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 70 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 21:45:06.000;2013-07-02 21:45:22.000;00:16
;9740;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 40, from VENEZIA SANTA LUCIA, with scheduled arrival at 21.50, is expected to arrive 70 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 21:45:23.000;2013-07-02 21:45:39.000;00:16
;24830;Il treno REGIONALE, 24 8 3 0, di TRENITALIA, delle ore 21.32, proveniente da IVREA, è in arrivo al binario 11, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:46:01.000;2013-07-02 21:46:18.000;00:17
;2045;Il treno REGIONALE VELOCE, 20 45, di TRENITALIA, delle ore 21.53, per MILANO CENTRALE, è in partenza dal binario 14.  Ferma a TORINO PORTA SUSA, CHIVASSO, santiha`, VERCELLI, NOVARA, MAGENTA, Rho Fiera Milano..     .;Italiano;P1;A;2013-07-02 21:48:06.000;2013-07-02 21:48:25.000;00:19
;9824;Il treno FRECCIABIANCA, 98 24, di TRENITALIA, delle ore 21.47, proveniente da LECCE, è in arrivo al binario 12, invece che al binario 10. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:48:25.000;2013-07-02 21:48:42.000;00:17
;9824;The TRENITALIA, FRECCIABIANCA train, 98 24, from LECCE, with scheduled arrival at 21.47, is now arriving at platform 12, instead of platform 10. Please stand behind the yellow line!.;Inglese;A2;A;2013-07-02 21:48:43.000;2013-07-02 21:48:58.000;00:15
;9824;Il treno FRECCIABIANCA, 98 24, di TRENITALIA, delle ore 21.47, proveniente da LECCE, è in arrivo al binario 12, invece che al binario 10. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 21:49:10.000;2013-07-02 21:49:27.000;00:17
;9824;The TRENITALIA, FRECCIABIANCA train, 98 24, from LECCE, with scheduled arrival at 21.47, is now arriving at platform 12, instead of platform 10. Please stand behind the yellow line!.;Inglese;A2;A;2013-07-02 21:49:28.000;2013-07-02 21:49:42.000;00:14
;799;Il treno INTERCITY NOTTE, 7 9 9, di TRENITALIA, delle ore 21.55, per SALERNO, è in partenza dal binario 9.  Ferma a TORINO LINGOTTO, ASTI, ALESSANDRIA, GENOVA PIAZZA PRINCIPE, GENOVA BRIGNOLE, RAPALLO, CHIAVARI, LA SPEZIA CENTRALE, PISA CENTRALE, LIVORNO CENTRALE, GROSSETO, CIVITAVECCHIA, ROMA OSTIENSE, LATINA, FORMIA, AVERSA, NAPOLI CENTRALE..     .;Italiano;P1;A;2013-07-02 21:50:07.000;2013-07-02 21:50:36.000;00:29
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 90 MINUTI diversamente da quanto già annunciato. Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 22:00:05.000;2013-07-02 22:00:23.000;00:18
;9740;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 40, from VENEZIA SANTA LUCIA, with scheduled arrival at 21.50, is expected to arrive 90 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 22:00:24.000;2013-07-02 22:00:40.000;00:16
;4160;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 60, di TRENITALIA, delle ore 22.00, proveniente da FOSSANO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 22:00:41.000;2013-07-02 22:00:57.000;00:16
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-02 22:00:58.000;2013-07-02 22:01:06.000;00:08
;4160;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 60, di TRENITALIA, delle ore 22.00, proveniente da FOSSANO, è in arrivo al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 22:01:06.000;2013-07-02 22:01:22.000;00:16
;24875;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 7 5, di TRENITALIA, delle ore 22.15, proveniente da SUSA, è in arrivo al binario 15, invece che al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 22:09:28.000;2013-07-02 22:09:48.000;00:20
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 90 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 22:10:05.000;2013-07-02 22:10:21.000;00:16
;9740;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 40, from VENEZIA SANTA LUCIA, with scheduled arrival at 21.50, is expected to arrive 90 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 22:10:22.000;2013-07-02 22:10:38.000;00:16
;10030;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 3 0, di TRENITALIA, delle ore 22.16, per BARDONECCHIA, è in partenza dal binario 18.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-02 22:11:07.000;2013-07-02 22:11:31.000;00:24
;2028;Il treno REGIONALE VELOCE, 20 28, di TRENITALIA, delle ore 22.10, proveniente da MILANO CENTRALE, è in arrivo al binario 10, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 22:13:54.000;2013-07-02 22:14:11.000;00:17
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-02 22:15:11.000;2013-07-02 22:15:20.000;00:09
;2175;Il treno REGIONALE VELOCE, 21 75, di TRENITALIA, delle ore 22.25, per GENOVA BRIGNOLE, è in partenza dal binario 6.  Ferma a TORINO LINGOTTO, TROFARELLO, CAMBìANO SANTèNA, PESSIONE, VILLANOVA, VILLAFRANCA CANTARANA, ASTI, ALESSANDRIA, FRUGAROLO BOSCOMARENGO, NOVI LIGURE, ARQUATA SCRIVIA, RONCO SCRIVIA, GENOVA SAMPIERDARENA, GENOVA PIAZZA PRINCIPE..     .;Italiano;P1;A;2013-07-02 22:20:06.000;2013-07-02 22:20:34.000;00:28
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 90 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 22:20:34.000;2013-07-02 22:20:51.000;00:17
;9740;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 40, from VENEZIA SANTA LUCIA, with scheduled arrival at 21.50, is expected to arrive 90 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 22:20:51.000;2013-07-02 22:21:08.000;00:17
;24835;Il treno REGIONALE, 24 8 3 5, di TRENITALIA, delle ore 22.28, per IVREA, è in partenza dal binario 11.  Ferma a TORINO PORTA SUSA, CHIVASSO..     .;Italiano;P1;A;2013-07-02 22:23:06.000;2013-07-02 22:23:20.000;00:14
;24832;Il treno REGIONALE, 24 8 3 2, di TRENITALIA, delle ore 22.30, proveniente da IVREA, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 22:27:12.000;2013-07-02 22:27:26.000;00:14
;24832;Il treno REGIONALE, 24 8 3 2, di TRENITALIA, delle ore 22.30, proveniente da IVREA, è in arrivo al binario 13. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 22:28:27.000;2013-07-02 22:28:41.000;00:14
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 90 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 22:30:06.000;2013-07-02 22:30:22.000;00:16
;9576;Annuncio ritardo! Il treno ALTA VELOCITA` FRECCIAROSSA, 95 76, di TRENITALIA, delle ore 22.35, proveniente da ROMA TERMINI, arriverà con un ritardo previsto di 10 MINUTI .;Italiano;A3;A;2013-07-02 22:30:22.000;2013-07-02 22:30:37.000;00:15
;9576;Your attention please! The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 76, from ROMA TERMINI, with scheduled arrival at 22.35, is expected to arrive 10 MINUTI delayed.;Inglese;A3;A;2013-07-02 22:30:38.000;2013-07-02 22:30:52.000;00:14
;9740;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 40, from VENEZIA SANTA LUCIA, with scheduled arrival at 21.50, is expected to arrive 90 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 22:30:52.000;2013-07-02 22:31:08.000;00:16
;10216;Il treno REGIONALE VELOCE, 10 2 1 6, di TRENITALIA, delle ore 22.35, proveniente da CUNEO, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 22:32:06.000;2013-07-02 22:32:20.000;00:14
;10216;Il treno REGIONALE VELOCE, 10 2 1 6, di TRENITALIA, delle ore 22.35, proveniente da CUNEO, è in arrivo al binario 8. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-02 22:34:00.000;2013-07-02 22:34:15.000;00:15
;9746;Annuncio ritardo! Il treno FRECCIABIANCA, 97 46, di TRENITALIA, delle ore 22.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 50 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 22:35:07.000;2013-07-02 22:35:23.000;00:16
;9746;Your attention please! The TRENITALIA, FRECCIABIANCA train, 97 46, from VENEZIA SANTA LUCIA, with scheduled arrival at 22.50, is expected to arrive 50 MINUTI delayed. We apologize for the inconvenience.;Inglese;A3;A;2013-07-02 22:35:24.000;2013-07-02 22:35:40.000;00:16
;10029;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 2 9, di TRENITALIA, delle ore 22.42, proveniente da BARDONECCHIA, è in arrivo al binario 19, invece che al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-02 22:37:48.000;2013-07-02 22:38:08.000;00:20
;24876;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 7 6, di TRENITALIA, delle ore 22.45, per SUSA, è in partenza dal binario 15.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-02 22:40:05.000;2013-07-02 22:40:22.000;00:17
;9740;Annuncio ritardo! Il treno FRECCIABIANCA, 97 40, di TRENITALIA, delle ore 21.50, proveniente da VENEZIA SANTA LUCIA, arriverà con un ritardo previsto di 90 MINUTI . Ci scusiamo per il disagio.;Italiano;A3;A;2013-07-02 22:40:22.000;2013-07-02 22:40:38.000;00:16
