;;;;;;;;
;Treno;Annuncio;Lingua;MAS;Stato;Data ora inizio;Data ora fine;Durata
;10201;Il treno REGIONALE VELOCE, 10 2 0 1, di TRENITALIA, delle ore 05.25, per CUNEO, è in partenza dal binario 5.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, CENTALLO..     .;Italiano;P1;A;2013-07-04 05:20:07.000;2013-07-04 05:20:25.000;00:18
;24811;Il treno REGIONALE, 24 8 1 1, di TRENITALIA, delle ore 05.28, per IVREA, è in partenza dal binario 13.  Ferma a TORINO PORTA SUSA, CHIVASSO, STRAMBINO..     .;Italiano;P1;A;2013-07-04 05:23:05.000;2013-07-04 05:23:20.000;00:15
;10426;Il treno REGIONALE, 10 4 2 6, di TRENITALIA, delle ore 05.30, proveniente da ALESSANDRIA, è in arrivo al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 05:24:51.000;2013-07-04 05:25:06.000;00:15
;10426;Il treno REGIONALE, 10 4 2 6, di TRENITALIA, delle ore 05.30, proveniente da ALESSANDRIA, è in arrivo al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 05:29:15.000;2013-07-04 05:29:30.000;00:15
;9707;Il treno FRECCIABIANCA, 97 07, di TRENITALIA, delle ore 05.35, per TRIESTE CENTRALE, è in partenza dal binario 11.  Ferma a TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, PESCHIERA DEL GARDA, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE, SAN DONA` DI PIAVE, PORTOGRUARO, LATISANA, CERVIGNANO, MONFALCONE..      .;Italiano;P1;A;2013-07-04 05:30:06.000;2013-07-04 05:30:33.000;00:27
;10220;Il treno REGIONALE VELOCE, 10 2 2 0, di TRENITALIA, delle ore 05.35, proveniente da CUNEO, è in arrivo al binario 1, invece che al binario 2. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 05:31:21.000;2013-07-04 05:31:37.000;00:16
;10220;Il treno REGIONALE VELOCE, 10 2 2 0, di TRENITALIA, delle ore 05.35, proveniente da CUNEO, è in arrivo al binario 1, invece che al binario 2. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 05:33:24.000;2013-07-04 05:33:40.000;00:16
;9607;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 07, di TRENITALIA, delle ore 05.40, per NAPOLI CENTRALE, è in partenza dal binario 16.  Ferma a TORINO PORTA SUSA, MILANO CENTRALE, MILANO ROGOREDO, ROMA TIBURTINA, ROMA TERMINI..     I livelli executive e business sono in coda al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-04 05:35:05.000;2013-07-04 05:35:42.000;00:37
;23601;Il treno REGIONALE, 23 6 0 1, di TRENITALIA, delle ore 05.40, per ASTI, è in partenza dal binario 9.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 05:35:42.000;2013-07-04 05:35:55.000;00:13
;9607;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 07, to NAPOLI CENTRALE,, with scheduled departure at 05.40, is now departing from platform 16. This train will call at  TORINO PORTA SUSA, MILANO CENTRALE, MILANO ROGOREDO, ROMA TIBURTINA, ROMA TERMINI..     Executive and Business class are located at the rear of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-04 05:37:07.000;2013-07-04 05:37:42.000;00:35
;24842;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 2, di TRENITALIA, delle ore 05.45, per SUSA, è in partenza dal binario 19.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 05:40:06.000;2013-07-04 05:40:23.000;00:17
;2003;Il treno REGIONALE VELOCE, 20 03, di TRENITALIA, delle ore 05.53, per MILANO CENTRALE, è in partenza dal binario 18.  Ferma a TORINO PORTA SUSA, CHIVASSO, santiha`, VERCELLI, NOVARA, MAGENTA, RO..     .;Italiano;P1;A;2013-07-04 05:48:06.000;2013-07-04 05:48:24.000;00:18
;4103;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 03, di TRENITALIA, delle ore 06.00, per FOSSANO, è in partenza dal binario 3.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 05:55:06.000;2013-07-04 05:55:21.000;00:15
;4100;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 00, di TRENITALIA, delle ore 06.00, proveniente da FOSSANO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 05:57:16.000;2013-07-04 05:57:32.000;00:16
;4100;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 00, di TRENITALIA, delle ore 06.00, proveniente da FOSSANO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 05:59:27.000;2013-07-04 05:59:44.000;00:17
;2061;Il treno REGIONALE VELOCE, 20 61, di TRENITALIA, delle ore 06.05, per PIACENZA, è in partenza dal binario 7.  Ferma a TORINO LINGOTTO, TROFARELLO, VILLANOVA, VILLAFRANCA CANTARANA, ASTI, ALESSANDRIA, TORTONA, VOGHERA, STRADELLA, CASTEL S.GIOVANNI..     .;Italiano;P1;A;2013-07-04 06:00:06.000;2013-07-04 06:00:27.000;00:21
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-04 06:00:27.000;2013-07-04 06:00:37.000;00:10
;9709;Il treno FRECCIABIANCA, 97 09, di TRENITALIA, delle ore 06.10, per VENEZIA SANTA LUCIA, è in partenza dal binario 14.  Ferma a TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, DESENZANO, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE..      .;Italiano;P1;A;2013-07-04 06:05:07.000;2013-07-04 06:05:29.000;00:22
;9709;The TRENITALIA, FRECCIABIANCA train, 97 09, to VENEZIA SANTA LUCIA,, with scheduled departure at 06.10, is now departing from platform 14. This train will call at  TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, DESENZANO, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE..     .;Inglese;P1;A;2013-07-04 06:07:07.000;2013-07-04 06:07:30.000;00:23
;24843;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 3, di TRENITALIA, delle ore 06.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 06:07:31.000;2013-07-04 06:07:48.000;00:17
;24843;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 3, di TRENITALIA, delle ore 06.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 06:08:34.000;2013-07-04 06:08:51.000;00:17
;10002;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 2, di TRENITALIA, delle ore 06.16, per BARDONECCHIA, è in partenza dal binario 15.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-04 06:11:06.000;2013-07-04 06:11:30.000;00:24
;9561;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 61, di TRENITALIA, delle ore 06.23, per ROMA TERMINI, è in partenza dal binario 17.  Ferma a TORINO PORTA SUSA, MILANO PORTA GARIBALDI, MILANO ROGOREDO, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA..     I livelli executive e business sono in testa al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-04 06:18:06.000;2013-07-04 06:18:45.000;00:39
;10179;Il treno REGIONALE VELOCE, 10 1 7 9, di TRENITALIA, delle ore 06.25, per VENTIMIGLIA, è in partenza dal binario 6.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, MONDOVI`, CEVA, CENGIO, SAN GIUSEPPE DI CAIRO, SAVONA, SPOTORNO NOLI, FINALE LIGURE MARINA, PIETRA LIGURE, LOANO, ALBENGA, ALASSIO, ANDORA, DIANO MARINA, IMPERIA PORTO MAURIZIO, TAGGIA ARMA, SAN REMO, BORDIGHERA..     .;Italiano;P1;A;2013-07-04 06:20:07.000;2013-07-04 06:20:40.000;00:33
;9561;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 61, to ROMA TERMINI,, with scheduled departure at 06.23, is now departing from platform 17. This train will call at  TORINO PORTA SUSA, MILANO PORTA GARIBALDI, MILANO ROGOREDO, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA..     Executive and Business class are located at the front of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-04 06:20:41.000;2013-07-04 06:21:18.000;00:37
;10179;Il treno REGIONALE VELOCE, 10 1 7 9, di TRENITALIA, delle ore 06.25, per VENTIMIGLIA, è in partenza dal binario 6.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, MONDOVI`, CEVA, CENGIO, SAN GIUSEPPE DI CAIRO, SAVONA, SPOTORNO NOLI, FINALE LIGURE MARINA, PIETRA LIGURE, LOANO, ALBENGA, ALASSIO, ANDORA, DIANO MARINA, IMPERIA PORTO MAURIZIO, TAGGIA ARMA, SAN REMO, BORDIGHERA..     .;Italiano;P1;A;2013-07-04 06:25:06.000;2013-07-04 06:25:39.000;00:33
;23600;Annuncio ritardo! Il treno REGIONALE, 23 6 0 0, di TRENITALIA, delle ore 06.30, proveniente da ALESSANDRIA, arriverà con un ritardo previsto di 10 MINUTI .;Italiano;A3;A;2013-07-04 06:25:39.000;2013-07-04 06:25:52.000;00:13
;503;Il treno INTERCITY, 5 0 3, di TRENITALIA, delle ore 06.35, per GENOVA PIAZZA PRINCIPE, è in partenza dal binario 2.  Ferma a TORINO LINGOTTO, ASTI, ALESSANDRIA, NOVI LIGURE..     .;Italiano;P1;A;2013-07-04 06:30:06.000;2013-07-04 06:30:22.000;00:16
;10200;Annuncio ritardo! Il treno REGIONALE VELOCE, 10 2 0 0, di TRENITALIA, delle ore 06.35, proveniente da CUNEO, arriverà con un ritardo previsto di 10 MINUTI .;Italiano;A3;A;2013-07-04 06:30:22.000;2013-07-04 06:30:35.000;00:13
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-04 06:30:35.000;2013-07-04 06:30:45.000;00:10
;23633;Il treno REGIONALE, 23 6 3 3, di TRENITALIA, delle ore 06.40, per TORTONA, è in partenza dal binario 1.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 06:35:05.000;2013-07-04 06:35:18.000;00:13
;10001;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 1, di TRENITALIA, delle ore 06.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 06:38:44.000;2013-07-04 06:39:01.000;00:17
;24836;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 3 6, di TRENITALIA, delle ore 06.45, per SUSA, è in partenza dal binario 19.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 06:40:05.000;2013-07-04 06:40:21.000;00:16
;10001;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 1, di TRENITALIA, delle ore 06.42, proveniente da BARDONECCHIA, è in arrivo al binario 15. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 06:40:21.000;2013-07-04 06:40:38.000;00:17
;23600;Il treno REGIONALE, 23 6 0 0, di TRENITALIA, delle ore 06.30, proveniente da ALESSANDRIA, è in arrivo al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 06:42:26.000;2013-07-04 06:42:40.000;00:14
;23600;Il treno REGIONALE, 23 6 0 0, di TRENITALIA, delle ore 06.30, proveniente da ALESSANDRIA, è in arrivo al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 06:44:06.000;2013-07-04 06:44:21.000;00:15
;4102;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 02, di TRENITALIA, delle ore 07.00, proveniente da FOSSANO, arriverà con un ritardo previsto di 10 MINUTI .;Italiano;A3;A;2013-07-04 06:45:06.000;2013-07-04 06:45:20.000;00:14
;4105;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 05, di TRENITALIA,delle ore 06.50, per FOSSANO, partirà dal binario 3, con un ritardo previsto di 10 MINUTI  Invitiamo i viaggiatori a prestare attenzione a successive comunicazioni di partenza .;Italiano;P5;A;2013-07-04 06:45:20.000;2013-07-04 06:45:42.000;00:22
;4105;Annuncio ritardo! Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 05, di TRENITALIA,delle ore 06.50, per FOSSANO, partirà dal binario 3, con un ritardo previsto di 10 MINUTI  Invitiamo i viaggiatori a prestare attenzione a successive comunicazioni di partenza .;Italiano;P5;A;2013-07-04 06:45:42.000;2013-07-04 06:46:03.000;00:21
;10200;Il treno REGIONALE VELOCE, 10 2 0 0, di TRENITALIA, delle ore 06.35, proveniente da CUNEO, è in arrivo al binario 7, invece che al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 06:46:43.000;2013-07-04 06:47:00.000;00:17
;2005;Il treno REGIONALE VELOCE, 20 05, di TRENITALIA, delle ore 06.53, per MILANO CENTRALE, è in partenza dal binario 12.  Ferma a TORINO PORTA SUSA, CHIVASSO, santiha`, VERCELLI, NOVARA, MAGENTA, Rho Fiera Milano..     .;Italiano;P1;A;2013-07-04 06:48:06.000;2013-07-04 06:48:24.000;00:18
;10200;Il treno REGIONALE VELOCE, 10 2 0 0, di TRENITALIA, delle ore 06.35, proveniente da CUNEO, è in arrivo al binario 7, invece che al binario 5. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 06:48:40.000;2013-07-04 06:48:57.000;00:17
;4105;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 05, di TRENITALIA, delle ore 06.50, per FOSSANO, è in partenza dal binario 3.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 06:56:27.000;2013-07-04 06:56:42.000;00:15
;4105;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 05, di TRENITALIA, delle ore 06.50, per FOSSANO, è in partenza dal binario 3.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 06:56:43.000;2013-07-04 06:56:58.000;00:15
;4105;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 05, di TRENITALIA, delle ore 06.50, per FOSSANO, è in partenza dal binario 3.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 06:57:24.000;2013-07-04 06:57:39.000;00:15
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-04 07:00:11.000;2013-07-04 07:00:20.000;00:09
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-04 07:00:20.000;2013-07-04 07:00:28.000;00:08
;4102;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 02, di TRENITALIA, delle ore 07.00, proveniente da FOSSANO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:01:01.000;2013-07-04 07:01:18.000;00:17
;4102;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 7, 41 02, di TRENITALIA, delle ore 07.00, proveniente da FOSSANO, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:01:35.000;2013-07-04 07:01:52.000;00:17
;2002;Il treno REGIONALE VELOCE, 20 02, di TRENITALIA, delle ore 07.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 07:04:02.000;2013-07-04 07:04:19.000;00:17
;9713;Il treno FRECCIABIANCA, 97 13, di TRENITALIA, delle ore 07.10, per VENEZIA SANTA LUCIA, è in partenza dal binario 11.  Ferma a TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, DESENZANO, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE..      .;Italiano;P1;A;2013-07-04 07:05:05.000;2013-07-04 07:05:27.000;00:22
;2002;Il treno REGIONALE VELOCE, 20 02, di TRENITALIA, delle ore 07.10, proveniente da MILANO CENTRALE, è in arrivo al binario 13, invece che al binario 12. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 07:05:27.000;2013-07-04 07:05:44.000;00:17
;9713;The TRENITALIA, FRECCIABIANCA train, 97 13, to VENEZIA SANTA LUCIA,, with scheduled departure at 07.10, is now departing from platform 11. This train will call at  TORINO PORTA SUSA, VERCELLI, NOVARA, MILANO CENTRALE, BRESCIA, DESENZANO, VERONA PORTA NUOVA, VICENZA, PADOVA, VENEZIA MESTRE..     .;Inglese;P1;A;2013-07-04 07:07:06.000;2013-07-04 07:07:29.000;00:23
;24845;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 5, di TRENITALIA, delle ore 07.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:09:26.000;2013-07-04 07:09:44.000;00:18
;10004;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 4, di TRENITALIA, delle ore 07.16, per BARDONECCHIA, è in partenza dal binario 15.  Ferma a GRUGLIASCO, COLLEGNO, ALPIGNANO, ROSTA, AVIGLIANA, BUSSOLENO, MEANA, CHIOMONTE, SALBERTRAND, OULX CESANA CLAVIERE SESTRIERE, BEAULARD..     .;Italiano;P1;A;2013-07-04 07:11:06.000;2013-07-04 07:11:30.000;00:24
;24845;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 5, di TRENITALIA, delle ore 07.15, proveniente da SUSA, è in arrivo al binario 19. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:11:53.000;2013-07-04 07:12:11.000;00:18
;2159;Il treno REGIONALE VELOCE, 21 59, di TRENITALIA, delle ore 07.20, per GENOVA PIAZZA PRINCIPE, è in partenza dal binario 8.  Ferma a TORINO LINGOTTO, TROFARELLO, VILLANOVA, VILLAFRANCA CANTARANA, ASTI, ALESSANDRIA, FRUGAROLO BOSCOMARENGO, NOVI LIGURE, SERRAVALLE SCRIVIA, ARQUATA SCRIVIA, RONCO SCRIVIA, GENOVA SAMPIERDARENA..     .;Italiano;P1;A;2013-07-04 07:15:06.000;2013-07-04 07:15:32.000;00:26
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-04 07:15:32.000;2013-07-04 07:15:40.000;00:08
;9563;Il treno ALTA VELOCITA` FRECCIAROSSA, 95 63, di TRENITALIA, delle ore 07.23, per SALERNO, è in partenza dal binario 16.  Ferma a TORINO PORTA SUSA, MILANO PORTA GARIBALDI, MILANO ROGOREDO, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA, NAPOLI CENTRALE..     I livelli executive e business sono in coda al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-04 07:18:06.000;2013-07-04 07:18:46.000;00:40
;10428;Il treno REGIONALE, 10 4 2 8, di TRENITALIA, delle ore 07.25, proveniente da NOVI LIGURE, è in arrivo al binario 12, invece che al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 07:19:42.000;2013-07-04 07:19:59.000;00:17
;10203;Il treno REGIONALE VELOCE, 10 2 0 3, di TRENITALIA, delle ore 07.25, per CUNEO, è in partenza dal binario 5.  Ferma a TORINO LINGOTTO, CARMAGNOLA, CAVALLERMAGGIORE, SAVIGLIANO, FOSSANO, CENTALLO..     .;Italiano;P1;A;2013-07-04 07:20:10.000;2013-07-04 07:20:27.000;00:17
;10428;Il treno REGIONALE, 10 4 2 8, di TRENITALIA, delle ore 07.25, proveniente da NOVI LIGURE, è in arrivo al binario 12, invece che al binario 7. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 07:20:27.000;2013-07-04 07:20:44.000;00:17
;9563;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 95 63, to SALERNO,, with scheduled departure at 07.23, is now departing from platform 16. This train will call at  TORINO PORTA SUSA, MILANO PORTA GARIBALDI, MILANO ROGOREDO, BOLOGNA CENTRALE, FIRENZE SANTA MARIA NOVELLA, ROMA TIBURTINA, NAPOLI CENTRALE..     Executive and Business class are located at the rear of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-04 07:20:45.000;2013-07-04 07:21:23.000;00:38
;24813;Il treno REGIONALE, 24 8 1 3, di TRENITALIA, delle ore 07.28, per IVREA, è in partenza dal binario 10.  Ferma a TORINO PORTA SUSA, CHIVASSO..     .;Italiano;P1;A;2013-07-04 07:23:07.000;2013-07-04 07:23:20.000;00:13
;24812;Il treno REGIONALE, 24 8 1 2, di TRENITALIA, delle ore 07.32, proveniente da IVREA, è in arrivo al binario 14. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:29:15.000;2013-07-04 07:29:30.000;00:15
;24812;Il treno REGIONALE, 24 8 1 2, di TRENITALIA, delle ore 07.32, proveniente da IVREA, è in arrivo al binario 14. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:29:54.000;2013-07-04 07:30:09.000;00:15
;0;ATTENZIONE   INVITIAMO  A  NON  SOSTARE  LUNGO  I  PERCORSI  INDIVIDUATI  A  TERRA  CON  STRISCE  BLU,  DEDICATI  ALLA  CIRCOLAZIONE  DEI  CARRELLI  DI  SERVIZIO;Italiano;-;A;2013-07-04 07:30:09.000;2013-07-04 07:30:19.000;00:10
;0;ATTENZIONE  SI  RAMMENTA  CHE  E`  VIETATO  APRIRE  LE  PORTE  ESTERNE  DEI  TRENI  E  SALIRE  O  SCENDERE  QUANDO  NON  SONO  COMPLETAMENTE  FERMI;Italiano;-;A;2013-07-04 07:30:19.000;2013-07-04 07:30:27.000;00:08
;10150;Il treno REGIONALE VELOCE, 10 1 5 0, di TRENITALIA, delle ore 07.35, proveniente da SAVONA, è in arrivo al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:32:31.000;2013-07-04 07:32:46.000;00:15
;10150;Il treno REGIONALE VELOCE, 10 1 5 0, di TRENITALIA, delle ore 07.35, proveniente da SAVONA, è in arrivo al binario 3. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:33:50.000;2013-07-04 07:34:05.000;00:15
;9615;Il treno ALTA VELOCITA` FRECCIAROSSA, 96 15, di TRENITALIA, delle ore 07.40, per ROMA TERMINI, è in partenza dal binario 17.  Ferma a TORINO PORTA SUSA, MILANO CENTRALE..     I livelli executive e business sono in coda al treno su questo treno è disponibile il servizio di ristorazione. . PER AGEVOLARE L`ACCESSO AL TRENO INVITIAMO I VIAGGIATORI A DISPORSI LUNGO IL MARCIAPIEDE, IN BASE ALLA POSIZIONE DELLA CARROZZA relativa al livello di servizio acquistato.;Italiano;P1;A;2013-07-04 07:35:06.000;2013-07-04 07:35:39.000;00:33
;9615;The TRENITALIA, FRECCIAROSSA HIGH SPEED train, 96 15, to ROMA TERMINI,, with scheduled departure at 07.40, is now departing from platform 17. This train will call at  TORINO PORTA SUSA, MILANO CENTRALE..     Executive and Business class are located at the rear of the train On this train dining car service is available. .For easier boarding, passengers are kindly requested to stand along the platform, according to the position of the coach, for the purchased service level!.;Inglese;P1;A;2013-07-04 07:37:07.000;2013-07-04 07:37:38.000;00:31
;6100;Il treno REGIONALE, 61 00, di TRENITALIA, delle ore 07.40, proveniente da ARQUATA SCRIVIA, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:39:42.000;2013-07-04 07:39:57.000;00:15
;10003;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 3, di TRENITALIA, delle ore 07.42, proveniente da BARDONECCHIA, è in arrivo al binario 20, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 07:39:58.000;2013-07-04 07:40:17.000;00:19
;24846;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 24 8 4 6, di TRENITALIA, delle ore 07.45, per SUSA, è in partenza dal binario 19.   Ferma in tutte le stazioni.    .;Italiano;P1;A;2013-07-04 07:40:17.000;2013-07-04 07:40:33.000;00:16
;10003;Il treno SERVIZIO FERROVIARIO METROPOLITANO - LINEA 3, 10 0 0 3, di TRENITALIA, delle ore 07.42, proveniente da BARDONECCHIA, è in arrivo al binario 20, invece che al binario 18. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A2;A;2013-07-04 07:40:33.000;2013-07-04 07:40:52.000;00:19
;6100;Il treno REGIONALE, 61 00, di TRENITALIA, delle ore 07.40, proveniente da ARQUATA SCRIVIA, è in arrivo al binario 4. Attenzione! Allontanarsi dalla linea gialla. .;Italiano;A1;A;2013-07-04 07:40:52.000;2013-07-04 07:41:07.000;00:15
